"transaction_id","line_item_number","transaction_date","customer_id","product_id","sale_amount","sale_amount","quantity","gender","state","first_name","last_name","email_address","dob","street_address","date_created","create_source","pieces","cost","product_description","color_desc","material_desc"
2924,3,2021-05-06,3035,150,131,131,2,F,SC,Matthew,Hart,fwilliams@example.com,1998-05-25,"6202 Jessica Grove",2019-07-13,Store,2,44.23,nightstand,green,fabric
2924,4,2021-05-06,3035,46,385,385,1,F,SC,Matthew,Hart,fwilliams@example.com,1998-05-25,"6202 Jessica Grove",2019-07-13,Store,6,107.95,bookcase,green,fabric
2925,1,2018-12-02,3405,114,1024,1024,1,F,NC,Jesse,Rojas,richarddennis@example.net,1985-12-17,"28520 Stephens Ridges Suite 481",2017-07-02,Store,4,329.64,sofa,blue,leather
2925,2,2018-12-02,3405,4,346,346,2,F,NC,Jesse,Rojas,richarddennis@example.net,1985-12-17,"28520 Stephens Ridges Suite 481",2017-07-02,Store,2,135.77,bookcase,black,leather
2925,3,2018-12-02,3405,16,289,289,2,F,NC,Jesse,Rojas,richarddennis@example.net,1985-12-17,"28520 Stephens Ridges Suite 481",2017-07-02,Store,7,102.67,coffee table,beige,fabric
2926,1,2019-11-01,8636,1,69,69,1,M,TN,Michael,Collins,mccallstephanie@example.org,1996-12-27,"6135 Jennifer Vista",2017-02-06,Store,6,20.14,desk,dark grey,fabric
2926,2,2019-11-01,8636,36,855,855,2,M,TN,Michael,Collins,mccallstephanie@example.org,1996-12-27,"6135 Jennifer Vista",2017-02-06,Store,6,348.8,desk,grey,wood
2927,1,2018-02-15,8710,153,141,141,1,F,AL,William,Neal,washingtonsherry@example.org,1960-03-17,"519 Mcmillan Park",2017-05-09,Store,4,39.74,love-seat,yellow,fabric
2928,1,2017-01-07,9139,137,129,129,2,M,MS,Donald,Bradshaw,jkim@example.org,1985-12-16,"6204 Tracy Manor",2011-10-28,Store,4,48.7,love-seat,brown,leather
2928,2,2017-01-07,9139,168,307,307,1,M,MS,Donald,Bradshaw,jkim@example.org,1985-12-16,"6204 Tracy Manor",2011-10-28,Store,4,174.27,desk,grey,metal
2928,3,2017-01-07,9139,108,529,529,2,M,MS,Donald,Bradshaw,jkim@example.org,1985-12-16,"6204 Tracy Manor",2011-10-28,Store,6,135.87,dinette set,beige,fabric
2928,4,2017-01-07,9139,11,37,37,1,M,MS,Donald,Bradshaw,jkim@example.org,1985-12-16,"6204 Tracy Manor",2011-10-28,Store,6,12.53,chair,beige,metal
2929,1,2019-12-06,8766,73,194,194,1,M,SC,Anne,Miller,ofowler@example.net,1990-01-26,"0930 Jillian Avenue Suite 790",2021-12-29,Store,1,49.25,desk,beige,metal
2929,2,2019-12-06,8766,121,25,25,1,M,SC,Anne,Miller,ofowler@example.net,1990-01-26,"0930 Jillian Avenue Suite 790",2021-12-29,Store,7,11.43,nightstand,white,plastic
2929,3,2019-12-06,8766,193,94,94,1,M,SC,Anne,Miller,ofowler@example.net,1990-01-26,"0930 Jillian Avenue Suite 790",2021-12-29,Store,6,51.1,bookcase,yellow,plastic
2929,4,2019-12-06,8766,43,175,175,2,M,SC,Anne,Miller,ofowler@example.net,1990-01-26,"0930 Jillian Avenue Suite 790",2021-12-29,Store,3,56.83,dinette set,black,plastic
2930,1,2022-12-02,8738,31,251,251,1,F,MS,David,Bean,burtonmary@example.com,1991-02-17,"350 Peterson Lake",2022-03-17,Store,6,93.98,love-seat,blue,plastic
2931,1,2014-06-29,3173,188,786,786,1,M,TN,Eric,Jackson,henryadkins@example.net,1999-10-26,"4467 Myers Course",2012-04-24,Store,2,244.1,bedframe,green,plastic
2932,1,2018-01-04,10000,131,331,331,1,M,MS,Bruce,Lloyd,cookjohn@example.org,1962-04-14,"05270 Lynch Forges",2015-11-06,Store,6,94.01,bookcase,brown,wood
2932,2,2018-01-04,10000,172,212,212,1,M,MS,Bruce,Lloyd,cookjohn@example.org,1962-04-14,"05270 Lynch Forges",2015-11-06,Store,2,136.03,chest,red,fabric
2933,1,2021-08-19,3204,139,170,170,1,M,NC,Daniel,Robinson,kmercer@example.net,1987-09-09,"9152 Walter Turnpike Suite 457",2018-08-28,Store,6,88.67,love-seat,red,fabric
2934,1,2017-11-08,4751,72,528,528,2,F,TN,Debra,Wise,vanessa83@example.com,1969-12-23,"17155 Andrea Way",2017-09-22,Store,2,177.27,coffee table,blue,metal
2934,2,2017-11-08,4751,139,234,234,1,F,TN,Debra,Wise,vanessa83@example.com,1969-12-23,"17155 Andrea Way",2017-09-22,Store,6,88.67,love-seat,red,fabric
2935,1,2016-01-17,4428,4,413,413,1,M,SC,Jason,Green,ekennedy@example.net,2004-08-21,"8314 Haley Springs",2022-05-20,Store,2,135.77,bookcase,black,leather
2935,2,2016-01-17,4428,180,956,956,1,M,SC,Jason,Green,ekennedy@example.net,2004-08-21,"8314 Haley Springs",2022-05-20,Store,7,295.2,love-seat,dark grey,fabric
2936,1,2021-03-23,9503,81,210,210,1,F,SC,Robert,Craig,kimberlyfisher@example.net,1958-03-17,"81077 Williams Islands Suite 672",2012-08-03,Store,1,96.95,desk,black,leather
2936,2,2021-03-23,9503,121,44,44,1,F,SC,Robert,Craig,kimberlyfisher@example.net,1958-03-17,"81077 Williams Islands Suite 672",2012-08-03,Store,7,11.43,nightstand,white,plastic
2936,3,2021-03-23,9503,184,1040,1040,1,F,SC,Robert,Craig,kimberlyfisher@example.net,1958-03-17,"81077 Williams Islands Suite 672",2012-08-03,Store,1,298.41,sofa,white,metal
2936,4,2021-03-23,9503,69,95,95,1,F,SC,Robert,Craig,kimberlyfisher@example.net,1958-03-17,"81077 Williams Islands Suite 672",2012-08-03,Store,5,65.98,dresser,red,fabric
2937,1,2019-10-31,9689,49,375,375,2,F,AL,Becky,Vazquez,carlosturner@example.net,1989-12-20,"92032 Johnson Trafficway",2022-10-11,Store,3,133.38,chest,dark grey,metal
2938,1,2022-01-14,3144,117,457,457,1,M,SC,Sarah,Rich,phughes@example.com,1982-05-30,"470 Morrison Throughway Apt. 080",2017-04-27,Store,1,210.98,sofa,dark grey,fabric
2938,2,2022-01-14,3144,36,934,934,1,M,SC,Sarah,Rich,phughes@example.com,1982-05-30,"470 Morrison Throughway Apt. 080",2017-04-27,Store,6,348.8,desk,grey,wood
2938,3,2022-01-14,3144,198,233,233,2,M,SC,Sarah,Rich,phughes@example.com,1982-05-30,"470 Morrison Throughway Apt. 080",2017-04-27,Store,6,108.77,bookcase,grey,wood
2938,4,2022-01-14,3144,156,1027,1027,1,M,SC,Sarah,Rich,phughes@example.com,1982-05-30,"470 Morrison Throughway Apt. 080",2017-04-27,Store,6,294.68,dinette set,red,metal
2939,1,2018-07-20,5954,58,735,735,1,F,GA,Danielle,Hernandez,lucerorita@example.org,1971-10-12,"02748 Jimenez Meadow Suite 569",2022-03-15,Store,1,186.55,end table,white,metal
2939,2,2018-07-20,5954,20,150,150,1,F,GA,Danielle,Hernandez,lucerorita@example.org,1971-10-12,"02748 Jimenez Meadow Suite 569",2022-03-15,Store,2,56.08,bookcase,red,plastic
2939,3,2018-07-20,5954,16,366,366,1,F,GA,Danielle,Hernandez,lucerorita@example.org,1971-10-12,"02748 Jimenez Meadow Suite 569",2022-03-15,Store,7,102.67,coffee table,beige,fabric
2939,4,2018-07-20,5954,74,289,289,1,F,GA,Danielle,Hernandez,lucerorita@example.org,1971-10-12,"02748 Jimenez Meadow Suite 569",2022-03-15,Store,5,160.84,coffee table,yellow,plastic
2940,1,2020-03-30,1201,182,1149,1149,3,F,MS,Kimberly,May,bryanclark@example.net,1961-03-11,"33520 Fields Circle Apt. 039",2022-09-19,Web,7,348.72,bedframe,dark grey,plastic
2940,2,2020-03-30,1201,31,338,338,1,F,MS,Kimberly,May,bryanclark@example.net,1961-03-11,"33520 Fields Circle Apt. 039",2022-09-19,Web,6,93.98,love-seat,blue,plastic
2941,1,2019-09-20,8743,25,982,982,2,F,SC,Paul,Young,dshelton@example.com,1993-04-14,"503 Garner Parkway",2020-11-07,Store,6,268.9,chair,brown,wood
2941,2,2019-09-20,8743,35,295,295,1,F,SC,Paul,Young,dshelton@example.com,1993-04-14,"503 Garner Parkway",2020-11-07,Store,4,117.63,coffee table,red,metal
2942,1,2018-10-14,2912,113,304,304,1,F,GA,Crystal,Gonzalez,mcbridecharles@example.net,1992-12-22,"79685 Hannah Divide Apt. 929",2020-10-28,Store,4,102.78,desk,white,wood
2942,2,2018-10-14,2912,179,147,147,1,F,GA,Crystal,Gonzalez,mcbridecharles@example.net,1992-12-22,"79685 Hannah Divide Apt. 929",2020-10-28,Store,3,67.57,coffee table,red,plastic
2942,3,2018-10-14,2912,57,96,96,1,F,GA,Crystal,Gonzalez,mcbridecharles@example.net,1992-12-22,"79685 Hannah Divide Apt. 929",2020-10-28,Store,6,53.17,dinette set,green,plastic
2942,4,2018-10-14,2912,10,18,18,1,F,GA,Crystal,Gonzalez,mcbridecharles@example.net,1992-12-22,"79685 Hannah Divide Apt. 929",2020-10-28,Store,3,5.49,dresser,white,fabric
2943,1,2012-11-19,999,43,91,91,1,F,MS,Kristin,Thompson,amorris@example.org,1976-11-16,"675 Hoover Mount Suite 126",2021-03-07,Store,3,56.83,dinette set,black,plastic
2943,2,2012-11-19,999,196,107,107,1,F,MS,Kristin,Thompson,amorris@example.org,1976-11-16,"675 Hoover Mount Suite 126",2021-03-07,Store,2,41.39,desk,white,wood
2943,3,2012-11-19,999,60,26,26,1,F,MS,Kristin,Thompson,amorris@example.org,1976-11-16,"675 Hoover Mount Suite 126",2021-03-07,Store,5,15.08,chair,white,leather
2944,1,2018-04-30,9746,117,676,676,1,M,FL,Jason,Thornton,wernerdawn@example.org,1983-11-12,"8477 Richard Keys",2022-01-31,Store,1,210.98,sofa,dark grey,fabric
2945,1,2021-07-31,8412,184,548,548,1,F,TN,Joshua,Cervantes,zfritz@example.org,1993-06-25,"38216 Perez Junction Suite 431",2019-08-15,Web,1,298.41,sofa,white,metal
2946,1,2022-03-08,1834,174,554,554,1,M,FL,Andrea,Harper,zsnyder@example.net,1995-07-08,"38281 Brittany Unions Apt. 881",2022-09-19,Store,1,145.86,chair,black,leather
2947,1,2019-04-26,2512,36,516,516,2,M,FL,Harold,Robinson,masonbenjamin@example.net,1987-06-12,"761 Colleen Summit Suite 843",2016-06-12,Store,6,348.8,desk,grey,wood
2947,2,2019-04-26,2512,92,1300,1300,1,M,FL,Harold,Robinson,masonbenjamin@example.net,1987-06-12,"761 Colleen Summit Suite 843",2016-06-12,Store,4,345.03,nightstand,black,leather
2948,1,2019-11-02,5849,60,30,30,1,M,GA,Andrew,Kim,hurstandrew@example.com,1965-01-16,"147 Raymond Circles Suite 557",2013-02-28,Web,5,15.08,chair,white,leather
2948,2,2019-11-02,5849,121,18,18,1,M,GA,Andrew,Kim,hurstandrew@example.com,1965-01-16,"147 Raymond Circles Suite 557",2013-02-28,Web,7,11.43,nightstand,white,plastic
2948,3,2019-11-02,5849,144,590,590,1,M,GA,Andrew,Kim,hurstandrew@example.com,1965-01-16,"147 Raymond Circles Suite 557",2013-02-28,Web,6,317.33,nightstand,grey,fabric
2948,4,2019-11-02,5849,112,150,150,1,M,GA,Andrew,Kim,hurstandrew@example.com,1965-01-16,"147 Raymond Circles Suite 557",2013-02-28,Web,5,93.88,desk,blue,wood
2949,1,2022-02-11,6010,102,63,63,1,M,SC,Gregory,Chan,lmartinez@example.net,1965-03-01,"121 Jack Spur Suite 867",2013-07-14,Web,2,19.41,love-seat,grey,metal
2949,2,2022-02-11,6010,82,418,418,1,M,SC,Gregory,Chan,lmartinez@example.net,1965-03-01,"121 Jack Spur Suite 867",2013-07-14,Web,3,211.33,end table,black,plastic
2950,1,2022-07-01,2877,24,134,134,3,M,GA,Michael,Carlson,ylyons@example.org,1954-10-14,"4399 Schroeder Canyon Suite 448",2015-02-25,Store,6,89.75,chest,white,wood
2951,1,2020-08-11,1205,155,172,172,1,M,TN,Joseph,Mcintyre,matthew42@example.com,1996-12-22,"0970 Laura Mews",2014-03-22,Store,3,78.84,coffee table,beige,wood
2951,2,2020-08-11,1205,159,261,261,1,M,TN,Joseph,Mcintyre,matthew42@example.com,1996-12-22,"0970 Laura Mews",2014-03-22,Store,4,80.62,nightstand,yellow,plastic
2951,3,2020-08-11,1205,101,31,31,1,M,TN,Joseph,Mcintyre,matthew42@example.com,1996-12-22,"0970 Laura Mews",2014-03-22,Store,1,8.67,end table,green,metal
2952,1,2020-11-08,4238,148,172,172,3,F,MS,Daniel,Bartlett,francomark@example.net,2004-01-13,"38840 Jessica Shores Suite 831",2015-12-25,Store,1,84.3,bedframe,beige,plastic
2953,1,2021-03-25,9877,25,986,986,2,M,AL,Ryan,Romero,jeremyscott@example.net,1981-04-07,"49776 Mitchell Mountain",2016-12-27,Web,6,268.9,chair,brown,wood
2953,2,2021-03-25,9877,135,1062,1062,3,M,AL,Ryan,Romero,jeremyscott@example.net,1981-04-07,"49776 Mitchell Mountain",2016-12-27,Web,7,292.95,coffee table,beige,leather
2954,1,2014-02-02,1572,144,742,742,1,M,FL,Laurie,Campbell,christinabauer@example.net,1975-06-24,"84688 Palmer Prairie",2017-05-19,Web,6,317.33,nightstand,grey,fabric
2954,2,2014-02-02,1572,70,92,92,2,M,FL,Laurie,Campbell,christinabauer@example.net,1975-06-24,"84688 Palmer Prairie",2017-05-19,Web,6,47.54,bookcase,brown,wood
2954,3,2014-02-02,1572,62,128,128,1,M,FL,Laurie,Campbell,christinabauer@example.net,1975-06-24,"84688 Palmer Prairie",2017-05-19,Web,2,34.58,dinette set,red,metal
2954,4,2014-02-02,1572,30,138,138,1,M,FL,Laurie,Campbell,christinabauer@example.net,1975-06-24,"84688 Palmer Prairie",2017-05-19,Web,3,48.22,chest,red,plastic
2955,1,2022-02-05,8215,152,104,104,2,M,NC,Henry,Atkins,derek86@example.org,1968-01-30,"1495 Webb Courts Suite 851",2018-12-13,Store,2,30.52,chair,brown,metal
2955,2,2022-02-05,8215,4,447,447,1,M,NC,Henry,Atkins,derek86@example.org,1968-01-30,"1495 Webb Courts Suite 851",2018-12-13,Store,2,135.77,bookcase,black,leather
2955,3,2022-02-05,8215,199,143,143,2,M,NC,Henry,Atkins,derek86@example.org,1968-01-30,"1495 Webb Courts Suite 851",2018-12-13,Store,6,56.51,nightstand,beige,leather
2956,1,2021-11-08,6721,91,146,146,1,M,AL,Jessica,Jones,staceythomas@example.org,1990-11-22,"856 Jared Coves Suite 573",2021-06-06,Store,4,56.13,bookcase,green,fabric
2956,2,2021-11-08,6721,153,98,98,3,M,AL,Jessica,Jones,staceythomas@example.org,1990-11-22,"856 Jared Coves Suite 573",2021-06-06,Store,4,39.74,love-seat,yellow,fabric
2956,3,2021-11-08,6721,49,370,370,2,M,AL,Jessica,Jones,staceythomas@example.org,1990-11-22,"856 Jared Coves Suite 573",2021-06-06,Store,3,133.38,chest,dark grey,metal
2957,1,2013-08-02,729,69,242,242,1,F,MS,Cole,Gutierrez,christinecollins@example.org,1990-04-16,"10771 Mark Pass",2021-03-16,Store,5,65.98,dresser,red,fabric
2957,2,2013-08-02,729,163,738,738,1,F,MS,Cole,Gutierrez,christinecollins@example.org,1990-04-16,"10771 Mark Pass",2021-03-16,Store,3,250.8,love-seat,yellow,plastic
2958,1,2017-06-20,5080,111,22,22,1,M,FL,Adam,Ramirez,wellsalyssa@example.org,1956-04-01,"487 Laura Cliff Suite 494",2022-08-07,Store,5,9.38,coffee table,black,leather
2958,2,2017-06-20,5080,44,307,307,1,M,FL,Adam,Ramirez,wellsalyssa@example.org,1956-04-01,"487 Laura Cliff Suite 494",2022-08-07,Store,2,195.48,mattress,brown,metal
2958,3,2017-06-20,5080,112,350,350,1,M,FL,Adam,Ramirez,wellsalyssa@example.org,1956-04-01,"487 Laura Cliff Suite 494",2022-08-07,Store,5,93.88,desk,blue,wood
2958,4,2017-06-20,5080,123,262,262,2,M,FL,Adam,Ramirez,wellsalyssa@example.org,1956-04-01,"487 Laura Cliff Suite 494",2022-08-07,Store,5,120.67,sofa,green,wood
2959,1,2021-05-11,5695,175,182,182,1,M,FL,Jose,Flores,icox@example.org,1976-10-29,"418 Robinson Course",2020-08-02,Store,4,82.4,dinette set,grey,leather
2959,2,2021-05-11,5695,93,56,56,1,M,FL,Jose,Flores,icox@example.org,1976-10-29,"418 Robinson Course",2020-08-02,Store,3,29.84,desk chair,beige,plastic
2959,3,2021-05-11,5695,22,613,613,1,M,FL,Jose,Flores,icox@example.org,1976-10-29,"418 Robinson Course",2020-08-02,Store,5,265.46,bookcase,red,metal
2960,1,2021-09-23,417,171,251,251,2,M,TN,Frank,Mayo,grantmitchell@example.org,1985-10-09,"1878 Anderson Hills Apt. 312",2020-07-02,Store,7,95.24,mattress,dark grey,wood
2960,2,2021-09-23,417,71,47,47,1,M,TN,Frank,Mayo,grantmitchell@example.org,1985-10-09,"1878 Anderson Hills Apt. 312",2020-07-02,Store,1,23.36,desk,beige,wood
2960,3,2021-09-23,417,25,593,593,2,M,TN,Frank,Mayo,grantmitchell@example.org,1985-10-09,"1878 Anderson Hills Apt. 312",2020-07-02,Store,6,268.9,chair,brown,wood
2961,1,2021-02-17,9915,3,289,289,1,M,MS,Daniel,Norton,mcbridefelicia@example.com,1970-09-25,"328 Daniel Expressway Apt. 389",2017-07-28,Store,2,117.24,chair,beige,fabric
2961,2,2021-02-17,9915,109,212,212,1,M,MS,Daniel,Norton,mcbridefelicia@example.com,1970-09-25,"328 Daniel Expressway Apt. 389",2017-07-28,Store,3,90.87,mattress,red,metal
2961,3,2021-02-17,9915,88,1598,1598,3,M,MS,Daniel,Norton,mcbridefelicia@example.com,1970-09-25,"328 Daniel Expressway Apt. 389",2017-07-28,Store,6,484.8,sofa,white,fabric
2962,1,2022-10-06,9241,147,252,252,1,M,MS,Jennifer,Gonzalez,juliahodges@example.net,2002-08-27,"91395 Dawn Pike",2012-02-15,Store,6,70.12,nightstand,blue,metal
2962,2,2022-10-06,9241,132,1012,1012,1,M,MS,Jennifer,Gonzalez,juliahodges@example.net,2002-08-27,"91395 Dawn Pike",2012-02-15,Store,3,284.99,mattress,green,plastic
2962,3,2022-10-06,9241,102,69,69,1,M,MS,Jennifer,Gonzalez,juliahodges@example.net,2002-08-27,"91395 Dawn Pike",2012-02-15,Store,2,19.41,love-seat,grey,metal
2963,1,2020-03-10,2291,139,304,304,1,F,SC,Dalton,Medina,kevin85@example.net,1969-03-29,"59161 Paul Station",2013-04-18,Store,6,88.67,love-seat,red,fabric
2963,2,2020-03-10,2291,195,193,193,1,F,SC,Dalton,Medina,kevin85@example.net,1969-03-29,"59161 Paul Station",2013-04-18,Store,2,56.4,bookcase,red,plastic
2963,3,2020-03-10,2291,53,219,219,1,F,SC,Dalton,Medina,kevin85@example.net,1969-03-29,"59161 Paul Station",2013-04-18,Store,7,97.35,desk chair,blue,plastic
2964,1,2013-12-02,6461,174,434,434,1,M,FL,Daniel,Craig,williamscaitlin@example.org,1972-01-10,"4354 Kelly Mountains Suite 118",2015-07-28,Store,1,145.86,chair,black,leather
2964,2,2013-12-02,6461,53,388,388,1,M,FL,Daniel,Craig,williamscaitlin@example.org,1972-01-10,"4354 Kelly Mountains Suite 118",2015-07-28,Store,7,97.35,desk chair,blue,plastic
2964,3,2013-12-02,6461,122,646,646,1,M,FL,Daniel,Craig,williamscaitlin@example.org,1972-01-10,"4354 Kelly Mountains Suite 118",2015-07-28,Store,7,261.4,coffee table,beige,leather
2965,1,2016-05-11,7797,55,227,227,3,M,SC,John,Haynes,mathewsmith@example.com,1955-09-30,"729 Lee Squares",2019-05-26,Store,1,58.66,bookcase,black,leather
2965,2,2016-05-11,7797,177,73,73,1,M,SC,John,Haynes,mathewsmith@example.com,1955-09-30,"729 Lee Squares",2019-05-26,Store,6,40.13,desk,beige,leather
2966,1,2017-09-16,2248,78,26,26,1,F,NC,Carlos,Vasquez,paulgarrett@example.com,2000-05-28,"5007 Jose Shores Apt. 879",2017-01-13,Store,2,12.65,bedframe,brown,metal
2967,1,2021-11-22,7951,184,903,903,1,F,GA,Whitney,Smith,jennifer00@example.net,1955-04-15,"2530 Kyle Lodge Apt. 462",2015-05-07,Store,1,298.41,sofa,white,metal
2968,1,2015-10-01,9250,52,94,94,1,M,TN,Kelly,Bishop,whitesandra@example.org,1956-05-04,"833 Michael Plaza Suite 800",2019-04-23,Store,3,24.46,love-seat,dark grey,metal
2968,2,2015-10-01,9250,129,495,495,1,M,TN,Kelly,Bishop,whitesandra@example.org,1956-05-04,"833 Michael Plaza Suite 800",2019-04-23,Store,5,159.4,bedframe,grey,metal
2969,1,2014-10-29,464,124,3212,3212,1,F,FL,Alec,Harding,alice39@example.org,1991-09-01,"22870 Allen Branch Suite 746",2018-06-21,Store,6,1179.18,dinette set,brown,leather
2970,1,2011-02-18,8103,102,42,42,1,F,TN,Stacy,Davis,ohurst@example.net,1958-02-23,"109 Wells Land Apt. 276",2013-12-01,Store,2,19.41,love-seat,grey,metal
2971,1,2016-09-05,1475,175,120,120,1,F,SC,Erik,Scott,cgould@example.com,1968-10-05,"6989 Jennifer Cape",2022-09-30,Store,4,82.4,dinette set,grey,leather
2972,1,2022-04-18,5902,200,315,315,2,F,NC,Amanda,Russo,richardsonanthony@example.net,1998-01-03,"2992 Ali Club",2022-04-07,Store,2,87.93,desk chair,black,fabric
2972,2,2022-04-18,5902,65,214,214,1,F,NC,Amanda,Russo,richardsonanthony@example.net,1998-01-03,"2992 Ali Club",2022-04-07,Store,6,132.52,coffee table,red,metal
2972,3,2022-04-18,5902,84,1264,1264,1,F,NC,Amanda,Russo,richardsonanthony@example.net,1998-01-03,"2992 Ali Club",2022-04-07,Store,1,330.1,bedframe,dark grey,plastic
2972,4,2022-04-18,5902,17,313,313,1,F,NC,Amanda,Russo,richardsonanthony@example.net,1998-01-03,"2992 Ali Club",2022-04-07,Store,7,194.05,nightstand,white,plastic
2973,1,2022-02-23,9885,7,627,627,2,M,NC,Samantha,Williams,rebeccasmith@example.net,1958-09-17,"269 Robert Lake Suite 979",2019-04-25,Web,2,258.26,sofa,yellow,leather
2974,1,2016-09-14,3974,57,77,77,3,F,MS,Angelica,Woodard,clarkann@example.net,2000-05-30,"8129 Michael Track",2018-10-06,Store,6,53.17,dinette set,green,plastic
2974,2,2016-09-14,3974,10,12,12,1,F,MS,Angelica,Woodard,clarkann@example.net,2000-05-30,"8129 Michael Track",2018-10-06,Store,3,5.49,dresser,white,fabric
2974,3,2016-09-14,3974,176,467,467,1,F,MS,Angelica,Woodard,clarkann@example.net,2000-05-30,"8129 Michael Track",2018-10-06,Store,7,191.17,dresser,brown,fabric
2975,1,2018-04-09,9805,75,166,166,1,M,MS,Nicholas,Jordan,kennethjones@example.net,1996-09-26,"80665 Miller Trail Suite 425",2013-07-29,Store,3,98.85,bedframe,beige,metal
2975,2,2018-04-09,9805,80,268,268,1,M,MS,Nicholas,Jordan,kennethjones@example.net,1996-09-26,"80665 Miller Trail Suite 425",2013-07-29,Store,1,89.65,dinette set,grey,plastic
2975,3,2018-04-09,9805,167,444,444,1,M,MS,Nicholas,Jordan,kennethjones@example.net,1996-09-26,"80665 Miller Trail Suite 425",2013-07-29,Store,4,250.23,coffee table,brown,wood
2976,1,2014-05-31,3852,116,104,104,1,F,FL,Thomas,Brandt,nicholas92@example.net,1983-01-02,"2939 Anthony Junction",2012-04-15,Store,1,44.17,dresser,dark grey,wood
2976,2,2014-05-31,3852,96,266,266,1,F,FL,Thomas,Brandt,nicholas92@example.net,1983-01-02,"2939 Anthony Junction",2012-04-15,Store,2,80.75,sofa,yellow,plastic
2977,1,2018-08-30,5852,180,796,796,1,M,NC,Michael,Moore,butlerjonathan@example.com,1959-01-08,"6196 Matthew Branch Apt. 708",2021-02-23,Store,7,295.2,love-seat,dark grey,fabric
2977,2,2018-08-30,5852,156,479,479,1,M,NC,Michael,Moore,butlerjonathan@example.com,1959-01-08,"6196 Matthew Branch Apt. 708",2021-02-23,Store,6,294.68,dinette set,red,metal
2978,1,2014-05-29,4255,18,111,111,1,F,AL,Thomas,Allison,mtorres@example.net,1965-03-18,"0170 Harris Lights Apt. 771",2021-03-21,Store,2,69.7,bedframe,brown,wood
2978,2,2014-05-29,4255,187,389,389,1,F,AL,Thomas,Allison,mtorres@example.net,1965-03-18,"0170 Harris Lights Apt. 771",2021-03-21,Store,5,112.72,dinette set,brown,wood
2979,1,2021-11-14,4589,86,1683,1683,1,M,GA,Michael,Payne,elizabeth76@example.org,1954-02-07,"95734 Thomas Camp",2022-07-01,Web,6,740.18,chair,yellow,metal
2980,1,2018-03-19,1323,103,652,652,1,M,TN,Lisa,Munoz,smithbarbara@example.net,1981-06-16,"53713 Davis Neck Suite 209",2015-11-20,Store,3,191.92,dinette set,green,metal
2980,2,2018-03-19,1323,88,1436,1436,1,M,TN,Lisa,Munoz,smithbarbara@example.net,1981-06-16,"53713 Davis Neck Suite 209",2015-11-20,Store,6,484.8,sofa,white,fabric
2981,1,2016-03-10,4046,66,85,85,1,F,TN,Richard,Wiley,joshua15@example.org,1960-07-10,"5082 Waters Club Apt. 674",2018-04-21,Store,3,52.37,dresser,green,fabric
2981,2,2016-03-10,4046,121,23,23,1,F,TN,Richard,Wiley,joshua15@example.org,1960-07-10,"5082 Waters Club Apt. 674",2018-04-21,Store,7,11.43,nightstand,white,plastic
2981,3,2016-03-10,4046,197,238,238,2,F,TN,Richard,Wiley,joshua15@example.org,1960-07-10,"5082 Waters Club Apt. 674",2018-04-21,Store,3,109.01,dresser,grey,leather
2982,1,2021-02-19,2773,106,363,363,1,F,AL,Eric,Vazquez,phillipsstephen@example.com,1967-08-21,"89314 Williams Island Suite 898",2014-07-15,Store,7,197.44,dresser,black,metal
2982,2,2021-02-19,2773,73,99,99,2,F,AL,Eric,Vazquez,phillipsstephen@example.com,1967-08-21,"89314 Williams Island Suite 898",2014-07-15,Store,1,49.25,desk,beige,metal
2983,1,2020-07-27,6314,102,44,44,1,M,FL,Jeremy,Smith,sanchezalexander@example.com,2002-10-07,"28015 Melissa Shores",2020-01-12,Web,2,19.41,love-seat,grey,metal
2983,2,2020-07-27,6314,189,298,298,1,M,FL,Jeremy,Smith,sanchezalexander@example.com,2002-10-07,"28015 Melissa Shores",2020-01-12,Web,2,94.87,love-seat,red,leather
2983,3,2020-07-27,6314,27,180,180,1,M,FL,Jeremy,Smith,sanchezalexander@example.com,2002-10-07,"28015 Melissa Shores",2020-01-12,Web,5,92.67,bookcase,brown,fabric
2984,1,2020-06-04,8242,24,251,251,2,M,AL,Alisha,Cummings,kayla62@example.org,1989-06-19,"854 Carter Ridges",2020-03-25,Web,6,89.75,chest,white,wood
2984,2,2020-06-04,8242,28,206,206,1,M,AL,Alisha,Cummings,kayla62@example.org,1989-06-19,"854 Carter Ridges",2020-03-25,Web,4,109.44,chair,white,fabric
2985,1,2015-09-09,3249,31,270,270,1,M,GA,Cynthia,Ponce,karina53@example.com,2004-08-16,"7511 Stanley Alley Suite 759",2015-09-30,Web,6,93.98,love-seat,blue,plastic
2985,2,2015-09-09,3249,33,171,171,1,M,GA,Cynthia,Ponce,karina53@example.com,2004-08-16,"7511 Stanley Alley Suite 759",2015-09-30,Web,4,57.83,chest,white,wood
2986,1,2020-11-12,4287,80,147,147,1,F,AL,John,Cline,dunnamber@example.org,1993-02-04,"48141 Stanley Cliff",2013-05-14,Store,1,89.65,dinette set,grey,plastic
2986,2,2020-11-12,4287,100,398,398,1,F,AL,John,Cline,dunnamber@example.org,1993-02-04,"48141 Stanley Cliff",2013-05-14,Store,7,176.92,nightstand,beige,fabric
2986,3,2020-11-12,4287,167,925,925,3,F,AL,John,Cline,dunnamber@example.org,1993-02-04,"48141 Stanley Cliff",2013-05-14,Store,4,250.23,coffee table,brown,wood
